latitude_lora,longitude_lora,latitude_gtw,longitude_gtw,distancia_real,intervalo_tempo,horario_receb,rssi,snr
51.894283294677734,-8.516621589660645,51.892567,-8.508705,581.3483135874776,0 days 00:00:00.061696,2023-12-19 11:23:52,-106.0,8.8
51.89402389526367,-8.515507698059082,51.892567,-8.508705,500.0763521782533,0 days 00:00:00.061696,2023-12-19 11:23:32,-109.0,6.2
51.893959045410156,-8.515262603759766,51.892567,-8.508705,481.9450560060471,0 days 00:00:00.061696,2023-12-19 11:23:26,-116.0,7.2
51.89392852783203,-8.514586448669434,51.892567,-8.508705,437.46018481561174,0 days 00:00:00.061696,2023-12-19 11:23:16,-104.0,6.5
51.893890380859375,-8.513303756713867,51.892567,-8.508705,355.5223529118875,0 days 00:00:00.061696,2023-12-19 11:22:53,-111.0,4.2
51.89396667480469,-8.512138366699219,51.892567,-8.508705,290.8731575582481,0 days 00:00:00.066816,2023-12-19 11:22:40,-101.0,8.8
51.89402389526367,-8.51160717010498,51.892567,-8.508705,265.8601349951365,0 days 00:00:00.061696,2023-12-19 11:22:27,-104.0,7.0
51.894081115722656,-8.5109224319458,51.892567,-8.508705,237.00812602975645,0 days 00:00:00.061696,2023-12-19 11:22:12,-94.0,7.8
51.89402389526367,-8.510075569152832,51.892567,-8.508705,199.16892229430027,0 days 00:00:00.061696,2023-12-19 11:21:59,-106.0,1.8
51.89396667480469,-8.508885383605957,51.892567,-8.508705,169.99022674870153,0 days 00:00:00.061696,2023-12-19 11:21:36,-117.0,4.8
51.893951416015625,-8.507741928100586,51.892567,-8.508705,180.5882512245857,0 days 00:00:00.061696,2023-12-19 11:21:19,-110.0,6.2
51.89391326904297,-8.506792068481445,51.892567,-8.508705,210.40165879670397,0 days 00:00:00.061696,2023-12-19 11:20:57,-109.0,8.2
51.89385223388672,-8.506367683410645,51.892567,-8.508705,225.45208717757956,0 days 00:00:00.061696,2023-12-19 11:20:45,-99.0,6.2
51.89362335205078,-8.505623817443848,51.892567,-8.508705,251.58610835120925,0 days 00:00:00.061696,2023-12-19 11:20:26,-93.0,9.8
51.893707275390625,-8.505576133728027,51.892567,-8.508705,258.8069927177508,0 days 00:00:00.061696,2023-12-19 11:20:20,-89.0,9.5
51.893890380859375,-8.505583763122559,51.892567,-8.508705,268.96022896554206,0 days 00:00:00.061696,2023-12-19 11:20:10,-101.0,6.2
51.893985748291016,-8.505914688110352,51.892567,-8.508705,257.4994440583826,0 days 00:00:00.061696,2023-12-19 11:20:03,-98.0,3.8
51.89399337768555,-8.505974769592285,51.892567,-8.508705,254.95647579548344,0 days 00:00:00.061696,2023-12-19 11:19:49,-93.0,8.5
51.89402770996094,-8.505827903747559,51.892567,-8.508705,264.82571141391645,0 days 00:00:00.061696,2023-12-19 11:19:18,-92.0,9.5
51.89393615722656,-8.505549430847168,51.892567,-8.508705,273.6543670488299,0 days 00:00:00.066816,2023-12-19 11:18:58,-99.0,8.0
51.8939323425293,-8.505448341369629,51.892567,-8.508705,278.9794179411263,0 days 00:00:00.061696,2023-12-19 11:18:50,-91.0,9.5
51.89397048950195,-8.505298614501953,51.892567,-8.508705,289.5945308123538,0 days 00:00:00.061696,2023-12-19 11:18:43,-89.0,9.5
51.894264221191406,-8.505045890808105,51.892567,-8.508705,321.8729907004945,0 days 00:00:00.061696,2023-12-19 11:18:31,-95.0,5.5
51.89461135864258,-8.504846572875977,51.892567,-8.508705,356.0649711063909,0 days 00:00:00.061696,2023-12-19 11:18:25,-105.0,9.5
51.89475631713867,-8.504548072814941,51.892567,-8.508705,381.7305969116052,0 days 00:00:00.061696,2023-12-19 11:18:12,-94.0,9.8
51.894775390625,-8.504450798034668,51.892567,-8.508705,388.11605476996573,0 days 00:00:00.061696,2023-12-19 11:18:06,-89.0,8.0
51.89481735229492,-8.504289627075195,51.892567,-8.508705,399.4646452973733,0 days 00:00:00.061696,2023-12-19 11:17:57,-99.0,7.0
51.894920349121094,-8.504010200500488,51.892567,-8.508705,421.314269961589,0 days 00:00:00.061696,2023-12-19 11:17:41,-105.0,8.5
51.895198822021484,-8.503260612487793,51.892567,-8.508705,480.32143909416084,0 days 00:00:00.061696,2023-12-19 11:17:16,-94.0,8.8
51.89530563354492,-8.503031730651855,51.892567,-8.508705,499.868752676031,0 days 00:00:00.061696,2023-12-19 11:17:10,-100.0,9.8
51.89545440673828,-8.502640724182129,51.892567,-8.508705,531.0175127471784,0 days 00:00:00.061696,2023-12-19 11:17:00,-103.0,9.0
51.895511627197266,-8.502252578735352,51.892567,-8.508705,555.9981728296323,0 days 00:00:00.061696,2023-12-19 11:16:48,-91.0,6.8
51.89561462402344,-8.501654624938965,51.892567,-8.508705,595.8495370966876,0 days 00:00:00.061696,2023-12-19 11:16:36,-103.0,10.5
51.89580535888672,-8.500859260559082,51.892567,-8.508705,652.7056788886046,0 days 00:00:00.066816,2023-12-19 11:16:28,-105.0,6.5
51.89598083496094,-8.500337600708008,51.892567,-8.508705,693.2208555761775,0 days 00:00:00.061696,2023-12-19 11:16:09,-95.0,10.0
51.89609146118164,-8.500044822692871,51.892567,-8.508705,716.7157609309012,0 days 00:00:00.061696,2023-12-19 11:16:03,-99.0,7.8
51.89617919921875,-8.499529838562012,51.892567,-8.508705,751.6374342085629,0 days 00:00:00.061696,2023-12-19 11:15:53,-118.0,8.8
51.8962516784668,-8.49898910522461,51.892567,-8.508705,787.3457530423852,0 days 00:00:00.061696,2023-12-19 11:15:38,-97.0,8.2
51.896270751953125,-8.498872756958008,51.892567,-8.508705,795.2583382535289,0 days 00:00:00.061696,2023-12-19 11:15:28,-106.0,5.0
51.89629364013672,-8.49882984161377,51.892567,-8.508705,799.0925676327632,0 days 00:00:00.061696,2023-12-19 11:14:32,-103.0,9.5
51.89630126953125,-8.498771667480469,51.892567,-8.508705,802.9410604570519,0 days 00:00:00.061696,2023-12-19 11:14:16,-101.0,8.2
51.89634323120117,-8.498124122619629,51.892567,-8.508705,843.5436988392021,0 days 00:00:00.061696,2023-12-19 11:13:49,-112.0,6.5
51.89628219604492,-8.498082160949707,51.892567,-8.508705,842.6876300751601,0 days 00:00:00.061696,2023-12-19 11:13:35,-113.0,7.5
51.89608383178711,-8.497835159301758,51.892567,-8.508705,847.0668577300486,0 days 00:00:00.061696,2023-12-19 11:13:24,-112.0,9.2
51.896141052246094,-8.49764347076416,51.892567,-8.508705,861.6651839415815,0 days 00:00:00.061696,2023-12-19 11:13:11,-97.0,8.8
51.89618682861328,-8.497028350830078,51.892567,-8.508705,901.5677966253038,0 days 00:00:00.061696,2023-12-19 11:12:58,-99.0,-0.5
51.89629364013672,-8.496692657470703,51.892567,-8.508705,927.4815338516341,0 days 00:00:00.061696,2023-12-19 11:12:46,-111.0,6.0
51.89632797241211,-8.496685028076172,51.892567,-8.508705,929.6627544794744,0 days 00:00:00.066816,2023-12-19 11:12:40,-105.0,9.0
51.896331787109375,-8.496674537658691,51.892567,-8.508705,930.4965348358589,0 days 00:00:00.066816,2023-12-19 11:12:27,-106.0,1.5
51.896324157714844,-8.496651649475098,51.892567,-8.508705,931.5179464531726,0 days 00:00:00.061696,2023-12-19 11:12:16,-105.0,-2.8
51.89631652832031,-8.496658325195312,51.892567,-8.508705,930.7278703207098,0 days 00:00:00.061696,2023-12-19 11:12:08,-107.0,8.2
51.89631652832031,-8.496670722961426,51.892567,-8.508705,929.9675153482422,0 days 00:00:00.061696,2023-12-19 11:11:53,-99.0,9.5
51.89633560180664,-8.496720314025879,51.892567,-8.508705,927.8846667398177,0 days 00:00:00.061696,2023-12-19 11:10:59,-101.0,10.8
51.896385192871094,-8.496749877929688,51.892567,-8.508705,928.5865964055046,0 days 00:00:00.061696,2023-12-19 11:10:41,-103.0,4.0
51.896480560302734,-8.496736526489258,51.892567,-8.508705,934.2985401728504,0 days 00:00:00.061696,2023-12-19 11:10:32,-99.0,8.8
51.89649200439453,-8.496676445007324,51.892567,-8.508705,938.5395586338744,0 days 00:00:00.061696,2023-12-19 11:10:23,-92.0,8.0
51.89653015136719,-8.496322631835938,51.892567,-8.508705,962.0343731034767,0 days 00:00:00.061696,2023-12-19 11:10:10,-99.0,9.0
51.89649963378906,-8.495784759521484,51.892567,-8.508705,993.4894291127508,0 days 00:00:00.061696,2023-12-19 11:10:01,-111.0,5.2
51.89620590209961,-8.495319366455078,51.892567,-8.508705,1008.7167060342266,0 days 00:00:00.061696,2023-12-19 11:09:49,-103.0,9.8
51.89606475830078,-8.49517822265625,51.892567,-8.508705,1011.4556540062202,0 days 00:00:00.061696,2023-12-19 11:09:42,-95.0,10.2
51.89593505859375,-8.495031356811523,51.892567,-8.508705,1015.3579576223252,0 days 00:00:00.061696,2023-12-19 11:09:29,-103.0,4.0
51.895843505859375,-8.49511432647705,51.892567,-8.508705,1006.3312254842542,0 days 00:00:00.061696,2023-12-19 11:09:22,-115.0,3.0
51.89588928222656,-8.495058059692383,51.892567,-8.508705,1011.7825743602758,0 days 00:00:00.061696,2023-12-19 11:09:02,-108.0,7.5
51.89586639404297,-8.494974136352539,51.892567,-8.508705,1016.2265715576971,0 days 00:00:00.061696,2023-12-19 11:08:34,-109.0,7.4
51.89592742919922,-8.494810104370117,51.892567,-8.508705,1029.1850623399037,0 days 00:00:00.061696,2023-12-19 11:08:25,-115.0,5.0
51.89596939086914,-8.49459457397461,51.892567,-8.508705,1044.6713540388307,0 days 00:00:00.061696,2023-12-19 11:08:09,-106.0,5.8
51.8960075378418,-8.494403839111328,51.892567,-8.508705,1058.4184200656662,0 days 00:00:00.066816,2023-12-19 11:07:58,-111.0,2.2
